day,month,year,name,bio,url
1,10,1671,Luigi Guido Grandi,"Italian monk, mathematician, and engineer (d. 1742)",https://en.wikipedia.org/wiki/Luigi_Guido_Grandi
1,10,1894,Edgar Krahn,Estonian mathematician and academic (d. 1961),https://en.wikipedia.org/wiki/Edgar_Krahn
1,10,1912,Kathleen Ollerenshaw,"English mathematician, astronomer, and politician, Lord Mayor of Manchester (d. 2014)",https://en.wikipedia.org/wiki/Kathleen_Ollerenshaw
1,10,1957,Éva Tardos,Hungarian mathematician and educator,https://en.wikipedia.org/wiki/%C3%89va_Tardos
3,10,1944,Pierre Deligne,Belgian mathematician and academic,https://en.wikipedia.org/wiki/Pierre_Deligne
4,10,1759,Louis François Antoine Arbogast,French mathematician and academic (d. 1803),https://en.wikipedia.org/wiki/Louis_Fran%C3%A7ois_Antoine_Arbogast
4,10,1876,Florence Eliza Allen,American mathematician and suffrage activist (d. 1960),https://en.wikipedia.org/wiki/Florence_Eliza_Allen
4,10,1906,Mary Celine Fasenmyer,American mathematician (d. 1996),https://en.wikipedia.org/wiki/Mary_Celine_Fasenmyer
5,10,1781,Bernard Bolzano,Czech mathematician and philosopher (d. 1848),https://en.wikipedia.org/wiki/Bernard_Bolzano
5,10,1930,Reinhard Selten,"German economist and mathematician, Nobel Prize laureate (d. 2016)",https://en.wikipedia.org/wiki/Reinhard_Selten
5,10,1973,Cédric Villani,French mathematician and academic,https://en.wikipedia.org/wiki/C%C3%A9dric_Villani
6,10,1831,Richard Dedekind,German mathematician and philosopher (d. 1916),https://en.wikipedia.org/wiki/Richard_Dedekind
6,10,1908,Sergei Sobolev,Russian mathematician and academic (d. 1989),https://en.wikipedia.org/wiki/Sergei_Sobolev
6,10,1921,Evgenii Landis,Ukrainian-Russian mathematician and theorist (d. 1997),https://en.wikipedia.org/wiki/Evgenii_Landis
8,10,1924,John Nelder,English mathematician and statistician (d. 2010),https://en.wikipedia.org/wiki/John_Nelder
9,10,1581,Claude Gaspard Bachet de Méziriac,"French mathematician, poet, and scholar (d. 1638)",https://en.wikipedia.org/wiki/Claude_Gaspard_Bachet_de_M%C3%A9ziriac
9,10,1704,Johann Andreas Segner,"German mathematician, physicist, and physician (d. 1777)",https://en.wikipedia.org/wiki/Johann_Andreas_Segner
10,10,1629,Richard Towneley,English mathematician and astronomer (d. 1707),https://en.wikipedia.org/wiki/Richard_Towneley
10,10,1919,William Kruskal,American mathematician and statistician (d. 2005),https://en.wikipedia.org/wiki/William_Kruskal
11,10,1910,Cahit Arf,Turkish mathematician and academic (d. 1997),https://en.wikipedia.org/wiki/Cahit_Arf
12,10,1934,Albert Shiryaev,Russian mathematician and academic,https://en.wikipedia.org/wiki/Albert_Shiryaev
12,10,1952,Roger Heath-Brown,English mathematician and theorist,https://en.wikipedia.org/wiki/Roger_Heath-Brown
13,10,1893,Kurt Reidemeister,German mathematician connected to the Vienna Circle (d. 1971),https://en.wikipedia.org/wiki/Kurt_Reidemeister
14,10,1687,Robert Simson,Scottish mathematician and academic (d. 1768),https://en.wikipedia.org/wiki/Robert_Simson
15,10,1608,Evangelista Torricelli,Italian physicist and mathematician (d. 1647),https://en.wikipedia.org/wiki/Evangelista_Torricelli
16,10,1918,Abraham Nemeth,American mathematician and academic (d. 2013),https://en.wikipedia.org/wiki/Abraham_Nemeth
16,10,1959,Philip Maini,Northern Irish mathematician at the University of Oxford,https://en.wikipedia.org/wiki/Philip_Maini
17,10,1906,Andrey Tikhonov,Russian mathematician (d. 1993),https://en.wikipedia.org/wiki/Andrey_Tikhonov_(mathematician)
19,10,1910,Subrahmanyan Chandrasekhar,"Indian-American astrophysicist, astronomer, and mathematician, Nobel Prize laureate (d. 1995)",https://en.wikipedia.org/wiki/Subrahmanyan_Chandrasekhar
19,10,1917,Sharadchandra Shankar Shrikhande,Indian mathematician (d. 2020),https://en.wikipedia.org/wiki/Sharadchandra_Shankar_Shrikhande
19,10,1951,Demetrios Christodoulou,Greek mathematician and physicist,https://en.wikipedia.org/wiki/Demetrios_Christodoulou
20,10,1616,Thomas Bartholin,"Danish physician, mathematician, and theologian (d. 1680)",https://en.wikipedia.org/wiki/Thomas_Bartholin
20,10,1632,Christopher Wren,"English physicist, mathematician, and architect, designed St Paul's Cathedral (d. 1723)",https://en.wikipedia.org/wiki/Christopher_Wren
21,10,1687,Nicolaus I Bernoulli,Swiss mathematician and theorist (d. 1759),https://en.wikipedia.org/wiki/Nicolaus_I_Bernoulli
21,10,1914,Martin Gardner,American mathematician and author (d. 2010),https://en.wikipedia.org/wiki/Martin_Gardner
22,10,1511,Erasmus Reinhold,German astronomer and mathematician (d. 1553),https://en.wikipedia.org/wiki/Erasmus_Reinhold
22,10,1587,Joachim Jungius,German mathematician and philosopher (d. 1657),https://en.wikipedia.org/wiki/Joachim_Jungius
22,10,1906,Aurelio Baldor,Cuban mathematician and lawyer (d. 1978),https://en.wikipedia.org/wiki/Aurelio_Baldor
22,10,1921,Alexander Kronrod,Russian mathematician and computer scientist (d. 1986),https://en.wikipedia.org/wiki/Alexander_Kronrod
24,10,1873,E. T. Whittaker,British mathematician and physicist (d. 1956),https://en.wikipedia.org/wiki/E._T._Whittaker
24,10,1906,Alexander Gelfond,Russian mathematician and cryptographer (d. 1968),https://en.wikipedia.org/wiki/Alexander_Gelfond
24,10,1920,Marcel-Paul Schützenberger,French mathematician and academic (d. 1996),https://en.wikipedia.org/wiki/Marcel-Paul_Sch%C3%BCtzenberger
24,10,1930,Johan Galtung,Norwegian sociologist and mathematician,https://en.wikipedia.org/wiki/Johan_Galtung
25,10,1811,Évariste Galois,French mathematician and theorist (d. 1832),https://en.wikipedia.org/wiki/%C3%89variste_Galois
25,10,1915,Ivan M. Niven,Canadian-American mathematician and academic (d. 1999),https://en.wikipedia.org/wiki/Ivan_M._Niven
25,10,1952,Wendy Hall,"English computer scientist, mathematician, and academic",https://en.wikipedia.org/wiki/Wendy_Hall
26,10,1849,Ferdinand Georg Frobenius,German mathematician and academic (d. 1917),https://en.wikipedia.org/wiki/Ferdinand_Georg_Frobenius
26,10,1935,Gloria Conyers Hewitt,American mathematician and academic,https://en.wikipedia.org/wiki/Gloria_Conyers_Hewitt
28,10,1703,Antoine Deparcieux,French mathematician and engineer (d. 1768),https://en.wikipedia.org/wiki/Antoine_Deparcieux
28,10,1718,Ignacije Szentmartony,"Croatian priest, mathematician, astronomer, and explorer (d. 1793)",https://en.wikipedia.org/wiki/Ignacije_Szentmartony
28,10,1804,Pierre François Verhulst,Belgian mathematician and theorist (d. 1849),https://en.wikipedia.org/wiki/Pierre_Fran%C3%A7ois_Verhulst
28,10,1905,Tatyana Ehrenfest,Dutch mathematician (d. 1984),https://en.wikipedia.org/wiki/Tatyana_Ehrenfest
28,10,1960,Landon Curt Noll,American computer scientist and mathematician,https://en.wikipedia.org/wiki/Landon_Curt_Noll
29,10,1690,Martin Folkes,English mathematician and astronomer (d. 1754),https://en.wikipedia.org/wiki/Martin_Folkes
29,10,1925,Klaus Roth,British mathematician (d. 2015),https://en.wikipedia.org/wiki/Klaus_Roth
29,10,1971,Daniel J. Bernstein,"American mathematician, cryptologist, and academic",https://en.wikipedia.org/wiki/Daniel_J._Bernstein
30,10,1632,Christopher Wren,"English physicist, mathematician, and architect, designed St Paul's Cathedral (d. 1723)",https://en.wikipedia.org/wiki/Christopher_Wren
31,10,1815,Karl Weierstrass,German mathematician and academic (d. 1897),https://en.wikipedia.org/wiki/Karl_Weierstrass
31,10,1902,Abraham Wald,Jewish-Hungarian mathematician and economist (d. 1950),https://en.wikipedia.org/wiki/Abraham_Wald
31,10,1919,Magnus Wenninger,American mathematician and author (d. 2017),https://en.wikipedia.org/wiki/Magnus_Wenninger
31,10,1935,Ronald Graham,American mathematician and theorist (d. 2020),https://en.wikipedia.org/wiki/Ronald_Graham
1,11,1585,Jan Brożek,"Polish mathematician, physician, and astronomer (d. 1652)",https://en.wikipedia.org/wiki/Jan_Bro%C5%BCek
1,11,1919,Hermann Bondi,English-Austrian mathematician and cosmologist (d. 2005),https://en.wikipedia.org/wiki/Hermann_Bondi
2,11,1815,George Boole,English mathematician and philosopher (d. 1864),https://en.wikipedia.org/wiki/George_Boole
2,11,1911,Raphael M. Robinson,"American mathematician, philosopher, and theorist (d. 1995)",https://en.wikipedia.org/wiki/Raphael_M._Robinson
3,11,1938,Martin Dunwoody,English mathematician and academic,https://en.wikipedia.org/wiki/Martin_Dunwoody
4,11,1765,Pierre-Simon Girard,French mathematician and engineer (d. 1836),https://en.wikipedia.org/wiki/Pierre-Simon_Girard
4,11,1929,Shakuntala Devi,Indian mathematician and astrologer (d. 2013),https://en.wikipedia.org/wiki/Shakuntala_Devi
5,11,1688,Louis Bertrand Castel,French mathematician and philosopher (d. 1757),https://en.wikipedia.org/wiki/Louis_Bertrand_Castel
7,11,1898,Raphaël Salem,Greek-French mathematician and academic (d. 1963),https://en.wikipedia.org/wiki/Rapha%C3%ABl_Salem
8,11,1656,Edmond Halley,English astronomer and mathematician (d. 1742),https://en.wikipedia.org/wiki/Edmond_Halley
8,11,1848,Gottlob Frege,German mathematician and philosopher (d. 1925),https://en.wikipedia.org/wiki/Gottlob_Frege
8,11,1868,Felix Hausdorff,German mathematician and academic (d. 1942),https://en.wikipedia.org/wiki/Felix_Hausdorff
9,11,1885,Theodor Kaluza,German mathematician and physicist (d. 1954),https://en.wikipedia.org/wiki/Theodor_Kaluza
9,11,1885,Hermann Weyl,"German mathematician, physicist, and philosopher (d. 1955)",https://en.wikipedia.org/wiki/Hermann_Weyl
9,11,1922,Imre Lakatos,"Hungarian mathematician, philosopher, and academic (d. 1974)",https://en.wikipedia.org/wiki/Imre_Lakatos
11,11,1866,Martha Annie Whiteley,English chemist and mathematician (d. 1956),https://en.wikipedia.org/wiki/Martha_Annie_Whiteley
11,11,1895,Wealthy Babcock,American mathematician and academic (d. 1990),https://en.wikipedia.org/wiki/Wealthy_Babcock
11,11,1904,J. H. C. Whitehead,British mathematician and academic (d. 1960),https://en.wikipedia.org/wiki/J._H._C._Whitehead
11,11,1930,Hugh Everett III,American physicist and mathematician (d. 1982),https://en.wikipedia.org/wiki/Hugh_Everett_III
12,11,1927,Yutaka Taniyama,Japanese mathematician and theorist (d. 1958),https://en.wikipedia.org/wiki/Yutaka_Taniyama
12,11,1945,Judith Roitman,American mathematician and academic,https://en.wikipedia.org/wiki/Judith_Roitman
13,11,1878,Max Dehn,German-American mathematician and academic (d. 1952),https://en.wikipedia.org/wiki/Max_Dehn
13,11,1927,Albert Turner Bharucha-Reid,American mathematician and theorist (d. 1985),https://en.wikipedia.org/wiki/Albert_Turner_Bharucha-Reid
14,11,1916,Roger Apéry,Greek-French mathematician and academic (d. 1994),https://en.wikipedia.org/wiki/Roger_Ap%C3%A9ry
15,11,1793,Michel Chasles,French mathematician and academic (d. 1880),https://en.wikipedia.org/wiki/Michel_Chasles
16,11,1717,Jean le Rond d'Alembert,"French mathematician, physicist, and philosopher (d. 1793)",https://en.wikipedia.org/wiki/Jean_le_Rond_d%27Alembert
17,11,1790,August Ferdinand Möbius,German mathematician and astronomer (d. 1868),https://en.wikipedia.org/wiki/August_Ferdinand_M%C3%B6bius
17,11,1902,Eugene Wigner,"Hungarian physicist and mathematician, Nobel Prize laureate (d. 1995)",https://en.wikipedia.org/wiki/Eugene_Wigner
17,11,1917,Ruth Aaronson Bari,American mathematician (d. 2005),https://en.wikipedia.org/wiki/Ruth_Aaronson_Bari
19,11,1876,Tatyana Afanasyeva,Russian-Dutch mathematician and theorist (d. 1964),https://en.wikipedia.org/wiki/Tatyana_Afanasyeva
19,11,1900,Mikhail Lavrentyev,Russian mathematician and hydrodynamicist (d. 1980),https://en.wikipedia.org/wiki/Mikhail_Lavrentyev
19,11,1901,Nina Bari,Russian mathematician (d. 1961),https://en.wikipedia.org/wiki/Nina_Bari
19,11,1964,Fred Diamond,American-English mathematician and academic,https://en.wikipedia.org/wiki/Fred_Diamond
20,11,1841,Victor D'Hondt,"Belgian mathematician, lawyer, and jurist (d. 1901)",https://en.wikipedia.org/wiki/Victor_D%27Hondt
20,11,1893,André Bloch,French mathematician (d. 1948),https://en.wikipedia.org/wiki/Andr%C3%A9_Bloch_(mathematician)
20,11,1910,Willem Jacob van Stockum,"Dutch mathematician, pilot, and academic (d. 1944)",https://en.wikipedia.org/wiki/Willem_Jacob_van_Stockum
20,11,1917,Leonard Jimmie Savage,American mathematician (d. 1971),https://en.wikipedia.org/wiki/Leonard_Jimmie_Savage
20,11,1924,Benoit Mandelbrot,Polish-American mathematician and economist (d. 2010),https://en.wikipedia.org/wiki/Benoit_Mandelbrot
20,11,1963,Timothy Gowers,English mathematician and academic,https://en.wikipedia.org/wiki/Timothy_Gowers
21,11,1913,Gunnar Kangro,"Estonian mathematician, author, and academic (d. 1975)",https://en.wikipedia.org/wiki/Gunnar_Kangro
21,11,1933,Etta Zuber Falconer,American educator and mathematician (d. 2002),https://en.wikipedia.org/wiki/Etta_Zuber_Falconer
23,11,1820,Isaac Todhunter,English mathematician and author (d. 1884),https://en.wikipedia.org/wiki/Isaac_Todhunter
25,11,1841,Ernst Schröder,German mathematician and academic (d. 1902),https://en.wikipedia.org/wiki/Ernst_Schr%C3%B6der_(mathematician)
26,11,1894,Norbert Wiener,American-Swedish mathematician and philosopher (d. 1964),https://en.wikipedia.org/wiki/Norbert_Wiener
26,11,1940,Enrico Bombieri,Italian mathematician and academic,https://en.wikipedia.org/wiki/Enrico_Bombieri
27,11,1701,Anders Celsius,"Swedish astronomer, physicist, and mathematician (d. 1744)",https://en.wikipedia.org/wiki/Anders_Celsius
27,11,1909,Anatoly Maltsev,Russian mathematician and theorist (d. 1967),https://en.wikipedia.org/wiki/Anatoly_Maltsev
27,11,1923,J. Ernest Wilkins Jr.,"American nuclear scientist, mechanical engineer and mathematician (d. 2011)",https://en.wikipedia.org/wiki/J._Ernest_Wilkins_Jr.
27,11,1934,Gilbert Strang,American mathematician and academic,https://en.wikipedia.org/wiki/Gilbert_Strang
28,11,1700,Nathaniel Bliss,English astronomer and mathematician (d. 1764),https://en.wikipedia.org/wiki/Nathaniel_Bliss
29,11,1803,Christian Doppler,Austrian mathematician and physicist (d. 1853),https://en.wikipedia.org/wiki/Christian_Doppler
29,11,1873,Suzan Rose Benedict,American mathematician and academic (d. 1942),https://en.wikipedia.org/wiki/Suzan_Rose_Benedict
29,11,1952,John D. Barrow,"English cosmologist, theoretical physicist, and mathematician (d. 2020)",https://en.wikipedia.org/wiki/John_D._Barrow
29,11,1959,Richard Borcherds,South African-English mathematician and academic,https://en.wikipedia.org/wiki/Richard_Borcherds
30,11,1549,Sir Henry Savile,English scholar and mathematician (d. 1622),https://en.wikipedia.org/wiki/Henry_Savile_(Bible_translator)
30,11,1936,Dmitri Anosov,Russian mathematician and academic (d. 2014),https://en.wikipedia.org/wiki/Dmitri_Anosov
1,12,1792,Nikolai Lobachevsky,Russian mathematician and geometer (d. 1856),https://en.wikipedia.org/wiki/Nikolai_Lobachevsky
3,12,1616,John Wallis,English mathematician and cryptographer (d. 1703),https://en.wikipedia.org/wiki/John_Wallis
3,12,1938,Sally Shlaer,American mathematician and engineer (d. 1998),https://en.wikipedia.org/wiki/Sally_Shlaer
3,12,1967,Marie Françoise Ouedraogo,Burkinabé mathematician,https://en.wikipedia.org/wiki/Marie_Fran%C3%A7oise_Ouedraogo
5,12,1863,Paul Painlevé,"French mathematician and politician, 84th Prime Minister of France (d. 1933)",https://en.wikipedia.org/wiki/Paul_Painlev%C3%A9
5,12,1895,Elbert Frank Cox,American mathematician and academic (d. 1969),https://en.wikipedia.org/wiki/Elbert_Frank_Cox
6,12,1908,Herta Freitag,Austrian-American mathematician (d. 2000),https://en.wikipedia.org/wiki/Herta_Freitag
7,12,1823,Leopold Kronecker,Polish-German mathematician and academic (d. 1891),https://en.wikipedia.org/wiki/Leopold_Kronecker
7,12,1903,Danilo Blanuša,"Croatian mathematician, physicist, and academic (d. 1987)",https://en.wikipedia.org/wiki/Danilo_Blanu%C5%A1a
7,12,1924,Mary Ellen Rudin,American mathematician (d. 2013),https://en.wikipedia.org/wiki/Mary_Ellen_Rudin
7,12,1943,Nick Katz,American mathematician and academic,https://en.wikipedia.org/wiki/Nick_Katz
8,12,1795,Peter Andreas Hansen,Danish astronomer and mathematician (d. 1874),https://en.wikipedia.org/wiki/Peter_Andreas_Hansen
8,12,1865,Jacques Hadamard,French mathematician and academic (d. 1963),https://en.wikipedia.org/wiki/Jacques_Hadamard
8,12,1919,Julia Bowman,American mathematician and theorist (d. 1985),https://en.wikipedia.org/wiki/Julia_Robinson
8,12,1948,Luis Caffarelli,Argentinian-American mathematician and academic,https://en.wikipedia.org/wiki/Luis_Caffarelli
8,12,1969,Kristin Lauter,American mathematician and cryptographer,https://en.wikipedia.org/wiki/Kristin_Lauter
9,12,1508,Gemma Frisius,Dutch mathematician and cartographer (d. 1555),https://en.wikipedia.org/wiki/Gemma_Frisius
9,12,1571,Metius,Dutch mathematician and astronomer (d. 1635),https://en.wikipedia.org/wiki/Metius
9,12,1667,William Whiston,"English mathematician, historian, and theologian (d. 1752)",https://en.wikipedia.org/wiki/William_Whiston
9,12,1883,Nikolai Luzin,"Russian mathematician, theorist, and academic (d. 1950)",https://en.wikipedia.org/wiki/Nikolai_Luzin
9,12,1969,Raphaël Rouquier,French mathematician and academic,https://en.wikipedia.org/wiki/Rapha%C3%ABl_Rouquier
10,12,1452,Johannes Stöffler,German mathematician and astronomer (d. 1531),https://en.wikipedia.org/wiki/Johannes_St%C3%B6ffler
10,12,1804,Carl Gustav Jacob Jacobi,German mathematician and academic (d. 1851),https://en.wikipedia.org/wiki/Carl_Gustav_Jacob_Jacobi
10,12,1815,Ada Lovelace,English mathematician and computer scientist (d. 1852),https://en.wikipedia.org/wiki/Ada_Lovelace
11,12,1781,David Brewster,"Scottish physicist, mathematician, and astronomer (d. 1868)",https://en.wikipedia.org/wiki/David_Brewster
11,12,1873,Josip Plemelj,Slovenian mathematician and academic (d. 1967),https://en.wikipedia.org/wiki/Josip_Plemelj
11,12,1882,Max Born,"German physicist and mathematician, Nobel Prize laureate (d. 1970)",https://en.wikipedia.org/wiki/Max_Born
11,12,1954,Guðlaugur Kristinn Óttarsson,"Icelandic guitarist, mathematician, and engineer",https://en.wikipedia.org/wiki/Gu%C3%B0laugur_Kristinn_%C3%93ttarsson
13,12,1885,Annie Dale Biddle Andrews,American mathematician (d. 1940),https://en.wikipedia.org/wiki/Annie_Dale_Biddle_Andrews
13,12,1887,George Pólya,Hungarian-American mathematician and academic (d. 1985),https://en.wikipedia.org/wiki/George_P%C3%B3lya
13,12,1911,Trygve Haavelmo,"Norwegian economist and mathematician, Nobel Prize laureate (d. 1999)",https://en.wikipedia.org/wiki/Trygve_Haavelmo
14,12,1955,Jill Pipher,American mathematician and academic,https://en.wikipedia.org/wiki/Jill_Pipher
15,12,1923,Freeman Dyson,English-American physicist and mathematician (d. 2020),https://en.wikipedia.org/wiki/Freeman_Dyson
15,12,1924,Frank W. J. Olver,English-American mathematician and academic (d. 2013),https://en.wikipedia.org/wiki/Frank_W._J._Olver
16,12,1804,Viktor Bunyakovsky,Russian mathematician and academic (d. 1889),https://en.wikipedia.org/wiki/Viktor_Bunyakovsky
16,12,1905,Piet Hein,"Danish mathematician, author, and poet (d. 1996)",https://en.wikipedia.org/wiki/Piet_Hein_(scientist)
16,12,1932,Grace Alele-Williams,Nigerian mathematician and academic,https://en.wikipedia.org/wiki/Grace_Alele-Williams
17,12,1706,Émilie du Châtelet,French mathematician and physicist (d. 1749),https://en.wikipedia.org/wiki/%C3%89milie_du_Ch%C3%A2telet
17,12,1842,Sophus Lie,Norwegian mathematician and academic (d. 1899),https://en.wikipedia.org/wiki/Sophus_Lie
17,12,1900,Mary Cartwright,"English mathematician and academic, one of the first people to analyze a dynamical system with chaos (d. 1998)",https://en.wikipedia.org/wiki/Mary_Cartwright
18,12,1552,Ahmad Ibn al-Qadi,"Moroccan writer, judge and mathematician (d. 1616)",https://en.wikipedia.org/wiki/Ahmad_Ibn_al-Qadi
18,12,1942,Lenore Blum,American mathematician and academic,https://en.wikipedia.org/wiki/Lenore_Blum
19,12,1875,Grace Marie Bareis,American mathematician (d. 1962),https://en.wikipedia.org/wiki/Grace_Marie_Bareis
19,12,1944,Mitchell Feigenbaum,American physicist and mathematician (d. 2019),https://en.wikipedia.org/wiki/Mitchell_Feigenbaum
20,12,1494,Oronce Finé,French mathematician and cartographer (d. 1555),https://en.wikipedia.org/wiki/Oronce_Fin%C3%A9
21,12,1542,Thomas Allen,English mathematician and astrologer (d. 1632),https://en.wikipedia.org/wiki/Thomas_Allen_(mathematician)
21,12,1877,Jaan Sarv,Estonian mathematician and scholar (d. 1954),https://en.wikipedia.org/wiki/Jaan_Sarv
21,12,1878,Jan Łukasiewicz,Polish-Irish mathematician and philosopher (d. 1956),https://en.wikipedia.org/wiki/Jan_%C5%81ukasiewicz
21,12,1905,Käte Fenchel,German mathematician (d. 1983),https://en.wikipedia.org/wiki/K%C3%A4te_Fenchel
21,12,1922,Cécile DeWitt-Morette,French mathematician and physicist (d. 2017),https://en.wikipedia.org/wiki/C%C3%A9cile_DeWitt-Morette
22,12,1765,Johann Friedrich Pfaff,German mathematician and academic (d. 1825),https://en.wikipedia.org/wiki/Johann_Friedrich_Pfaff
22,12,1819,Pierre Ossian Bonnet,French mathematician and academic (d. 1892),https://en.wikipedia.org/wiki/Pierre_Ossian_Bonnet
22,12,1853,Evgraf Fedorov,"Russian mathematician, crystallographer, and mineralogist (d. 1919)",https://en.wikipedia.org/wiki/Evgraf_Fedorov
22,12,1869,Dmitri Egorov,Russian mathematician and academic (d. 1931),https://en.wikipedia.org/wiki/Dmitri_Egorov
22,12,1887,Srinivasa Ramanujan,Indian mathematician and theorist (d. 1920),https://en.wikipedia.org/wiki/Srinivasa_Ramanujan
22,12,1898,Vladimir Fock,Russian physicist and mathematician (d. 1974),https://en.wikipedia.org/wiki/Vladimir_Fock
23,12,1943,Mikhail Leonidovich Gromov,Russian-French mathematician and academic,https://en.wikipedia.org/wiki/Mikhail_Leonidovich_Gromov
24,12,1868,Emanuel Lasker,"German chess player, mathematician, and philosopher (d. 1941)",https://en.wikipedia.org/wiki/Emanuel_Lasker
25,12,1642,Isaac Newton,English physicist and mathematician (d. 1726/1727),https://en.wikipedia.org/wiki/Isaac_Newton
26,12,1780,Mary Somerville,"Scottish mathematician, astronomer, and author (d. 1872)",https://en.wikipedia.org/wiki/Mary_Somerville
26,12,1791,Charles Babbage,"English mathematician and engineer, invented the Difference engine (d. 1871)",https://en.wikipedia.org/wiki/Charles_Babbage
26,12,1937,John Horton Conway,"English mathematician, known for Conway's Game of Life (d. 2020)",https://en.wikipedia.org/wiki/John_Horton_Conway
26,12,1960,Keith Martin Ball,American mathematician and academic,https://en.wikipedia.org/wiki/Keith_Martin_Ball
27,12,1571,Johannes Kepler,"German mathematician, astronomer, and astrologer (d. 1630)",https://en.wikipedia.org/wiki/Johannes_Kepler
28,12,1798,Thomas Henderson,Scottish astronomer and mathematician (d. 1844),https://en.wikipedia.org/wiki/Thomas_Henderson_(astronomer)
28,12,1882,Arthur Eddington,"English astronomer, physicist, and mathematician (d. 1944)",https://en.wikipedia.org/wiki/Arthur_Eddington
28,12,1903,John von Neumann,Hungarian-American mathematician and physicist (d. 1957),https://en.wikipedia.org/wiki/John_von_Neumann
28,12,1950,Clifford Cocks,English mathematician and cryptographer,https://en.wikipedia.org/wiki/Clifford_Cocks
29,12,1856,Thomas Joannes Stieltjes,Dutch-French mathematician and academic (d. 1894),https://en.wikipedia.org/wiki/Thomas_Joannes_Stieltjes
30,12,1944,Joseph Hilbe,American mathematician and philosopher (d. 2017),https://en.wikipedia.org/wiki/Joseph_Hilbe
31,12,1714,Arima Yoriyuki,Japanese mathematician and educator (d. 1783),https://en.wikipedia.org/wiki/Arima_Yoriyuki
31,12,1952,Vaughan Jones,New Zealand mathematician and academic (d. 2020),https://en.wikipedia.org/wiki/Vaughan_Jones
